Date,Open,High,Low,Close,Adj Close,Volume,
10/26/2014,86.87174988,89.80525208,85.98274994,88.6760025,88.6760025,11272500,
10/27/2014,88.69425201,89.65799713,87.45224762,88.24725342,88.24725342,13033000,
10/28/2014,88.30374908,89.9960022,88.1697464,89.40450287,89.40450287,7845880,
10/29/2014,89.27224731,89.45825195,83.83574677,83.89775085,83.89775085,18192700,
10/30/2014,83.92725372,87.7282486,83.76799774,86.32624817,86.32624817,30177900,
10/31/2014,86.25225067,87.01125336,84.28549957,84.5802536,84.5802536,12545400,
11/1/2014,84.66249847,85.13224792,80.26374817,81.43724823,81.43724823,16677200,
11/2/2014,81.51875305,82.26249695,80.15650177,81.47299957,81.47299957,8603620,
11/3/2014,81.39225006,83.50050354,81.37024689,81.8884964,81.8884964,12948500,
11/4/2014,81.79025269,82.94174957,81.26924896,82.6230011,82.6230011,15655500,
11/5/2014,82.67075348,85.84224701,82.67075348,84.87149811,84.87149811,19817200,
11/6/2014,84.86450195,88.24150085,84.60600281,87.32250214,87.32250214,18797000,
11/7/2014,87.45449829,88.18299866,85.44400024,85.60375214,85.60375214,16834200,
11/8/2014,85.53849792,86.75800323,85.53849792,86.37200165,86.37200165,8535470,
11/9/2014,86.34400177,90.90650177,86.06375122,90.81600189,90.81600189,24205600,
11/10/2014,90.56625366,93.70400238,89.39025116,91.73100281,91.73100281,30450100,
11/11/2014,91.46424866,92.82749939,90.93374634,91.92375183,91.92375183,15838900,
11/12/2014,91.99624634,107.4294968,91.99624634,105.8902512,105.8902512,45783200,
11/13/2014,106.8182526,114.2732468,100.2807465,105.1837463,105.1837463,58945000,
11/14/2014,104.604248,104.8130035,96.19725037,99.45449829,99.45449829,29589200,
11/15/2014,99.91249847,101.3820038,92.7519989,94.0332489,94.0332489,15727500,
11/16/2014,93.68250275,97.69975281,93.65049744,96.97049713,96.97049713,11905600,
11/17/2014,97.08724976,102.5497513,94.37550354,96.85199738,96.85199738,41518800,
11/18/2014,96.94625092,98.10050201,92.7792511,93.79949951,93.79949951,32222500,
11/19/2014,93.47399902,96.62024689,93.47399902,95.13874817,95.13874817,18931800,
11/20/2014,95.07675171,95.50624847,89.19525146,89.45999908,89.45999908,25233200,
11/21/2014,89.46974945,89.46974945,86.02799988,87.71199799,87.71199799,29850100,
11/22/2014,87.90100098,91.21025085,87.71949768,88.23000336,88.23000336,15273000,
11/23/2014,88.29374695,92.71125031,88.29374695,91.89324951,91.89324951,15151600,
11/24/2014,91.73699951,96.80225372,91.66725159,94.22525024,94.22525024,30930100,
11/25/2014,94.22149658,98.67524719,93.69599915,93.83699799,93.83699799,25442200,
11/26/2014,94.00475311,94.42449951,91.45400238,92.09249878,92.09249878,18601700,
11/27/2014,92.62550354,93.4980011,92.07050323,92.41750336,92.41750336,8748030,
11/28/2014,92.34349823,95.70950317,89.61374664,94.11174774,94.11174774,22946500,
11/29/2014,94.03800201,96.9002533,93.03624725,93.87274933,93.87274933,15375600,
11/30/2014,93.87750244,95.63175201,93.32724762,94.51174927,94.51174927,9194440,
12/1/2014,94.56224823,95.91549683,94.16725159,94.81124878,94.81124878,11763000,
12/2/2014,94.8125,96.0094986,94.46575165,95.32875061,95.32875061,12364100,
12/3/2014,95.43049622,95.75650024,93.58650208,93.75250244,93.75250244,13340100,
12/4/2014,93.92949677,94.66374969,91.93975067,92.40100098,92.40100098,14529600,
12/5/2014,92.36049652,94.79799652,91.43900299,94.21350098,94.21350098,15181800,
12/6/2014,94.18924713,94.61199951,92.73625183,93.69625092,93.69625092,7009320,
12/7/2014,93.70899963,94.07299805,93.31874847,93.77375031,93.77375031,6491650,
12/8/2014,93.74124908,94.00724792,90.47149658,90.47724915,90.47724915,18898700,
12/9/2014,90.47374725,90.76674652,86.23774719,88.05474854,88.05474854,32915500,
12/10/2014,88.05124664,88.09600067,86.59124756,86.59124756,86.59124756,16427700,
12/11/2014,86.08499908,90.33924866,84.69075012,87.62650299,87.62650299,32431300,
12/12/2014,87.70825195,88.24575043,87.32274628,88.13549805,88.13549805,16989800,
12/13/2014,88.09525299,88.09525299,86.64700317,86.84400177,86.84400177,11675900,
12/14/2014,86.68174744,88.32900238,86.35449982,87.90799713,87.90799713,12415200,
12/15/2014,87.84024811,87.95375061,86.23349762,86.33625031,86.33625031,17264200,
12/16/2014,86.41825104,86.4647522,81.76550293,81.76550293,81.76550293,30864900,
12/17/2014,81.71375275,83.4885025,78.78800201,79.94400024,79.94400024,37567900,
12/18/2014,79.94625092,80.92725372,76.05799866,77.84899902,77.84899902,39173000,
12/19/2014,77.7947464,79.63324738,76.69225311,79.46074677,79.46074677,23823100,
12/20/2014,79.40474701,82.58125305,79.01100159,82.48899841,82.48899841,20856700,
12/21/2014,82.38574982,82.40724945,79.72575378,80.21074677,80.21074677,15207600,
12/22/2014,80.26699829,83.5292511,80.10624695,82.97149658,82.97149658,22315100,
12/23/2014,83.00424957,84.07174683,82.40049744,83.64299774,83.64299774,16574200,
12/24/2014,83.59625244,83.68524933,80.33924866,80.63349915,80.63349915,15092300,
12/25/2014,80.57150269,80.66750336,79.23950195,79.7519989,79.7519989,9883640,
12/26/2014,79.78800201,82.85600281,79.15675354,81.98100281,81.98100281,16410500,
12/27/2014,81.89575195,82.22775269,78.15750122,78.96575165,78.96575165,15185200,
12/28/2014,79.04000092,80.00700378,77.76950073,79.30975342,79.30975342,11676600,
12/29/2014,79.42524719,80.06674957,78.07675171,78.16750336,78.16750336,12302500,
12/30/2014,78.17974854,78.70224762,77.34324646,77.68424988,77.68424988,12528300,
12/31/2014,77.72850037,80.04824829,77.55274963,80.04824829,80.04824829,13942900,
1/1/2015,80.10874939,80.10874939,78.50074768,78.56224823,78.56224823,8036550,
1/2/2015,78.5197525,78.95974731,78.39125061,78.75800323,78.75800323,7860650,
1/3/2015,78.71150208,78.78749847,70.27050018,70.27050018,70.27050018,33054400,
1/4/2015,70.28649902,71.80750275,64.40299988,66.04875183,66.04875183,55629100,
1/5/2015,66.27100372,69.58525085,66.27100372,68.61849976,68.61849976,43962800,
1/6/2015,68.65274811,71.88825226,68.1740036,71.54724884,71.54724884,23245700,
1/7/2015,71.51924896,74.68849945,70.7697525,73.5842514,73.5842514,24866800,
1/8/2015,73.53375244,73.53375244,70.54374695,70.83724976,70.83724976,19982500,
1/9/2015,70.5957489,72.77850342,70.13324738,72.60199738,72.60199738,18718600,
1/10/2015,71.82575226,72.03175354,68.49150085,68.6989975,68.6989975,15264300,
1/11/2015,68.65200043,69.90950012,66.25975037,66.41500092,66.41500092,18200800,
1/12/2015,66.53649902,68.05075073,66.30000305,66.9489975,66.9489975,18880300,
1/13/2015,66.84850311,67.06925201,54.97650146,56.46524811,56.46524811,72843904,
1/14/2015,55.9734993,55.9734993,42.87749863,44.52574921,44.52574921,97638704,
1/15/2015,44.22425079,57.26675034,44.22425079,52.46099854,52.46099854,81773504,
1/16/2015,52.26750183,55.39775085,49.94274902,52.02425003,52.02425003,38421000,
1/17/2015,51.95849991,52.9327507,48.71875,49.81499863,49.81499863,23469700,
1/18/2015,50.01250076,54.67375183,48.62649918,52.58475113,52.58475113,30085100,
1/19/2015,52.86774826,54.18199921,51.82949829,53.71524811,53.71524811,18658300,
1/20/2015,53.22674942,53.81024933,51.28824997,52.82875061,52.82875061,24051100,
1/21/2015,52.8445015,56.9469986,52.8030014,56.72425079,56.72425079,29924600,
1/22/2015,56.83050156,59.2547493,56.60850143,58.35150146,58.35150146,33544600,
1/23/2015,58.37924957,58.71125031,56.29899979,58.21974945,58.21974945,24621700,
1/24/2015,58.17499924,62.05250168,57.50550079,61.96175003,61.96175003,24782500,
1/25/2015,61.83800125,63.76850128,60.97249985,63.42950058,63.42950058,33582700,
1/26/2015,63.51974869,77.34600067,63.51974869,68.36824799,68.36824799,106794000,
1/27/2015,68.29174805,68.87000275,62.66324997,65.86875153,65.86875153,44399000,
1/28/2015,65.8377533,66.63375092,56.76150131,58.47874832,58.47874832,44352200,
1/29/2015,58.3370018,59.67649841,55.1780014,58.37825012,58.37825012,32213400,
1/30/2015,58.19300079,60.71274948,56.45975113,56.60625076,56.60625076,26605200,
1/31/2015,56.61024857,58.37599945,54.07725143,54.36600113,54.36600113,23348200,
2/1/2015,54.2167511,57.89350128,53.00374985,56.74300003,56.74300003,29128500,
2/2/2015,56.62274933,60.54375076,55.66474915,59.55725098,59.55725098,30612100,
2/3/2015,59.36349869,61.48925018,56.12075043,56.81700134,56.81700134,40783700,
2/4/2015,56.8777504,57.51449966,55.27825165,56.71324921,56.71324921,26594300,
2/5/2015,56.91624832,59.85124969,53.68125153,54.27774811,54.27774811,22516400,
2/6/2015,54.23075104,57.62749863,54.05799866,55.56650162,55.56650162,24435300,
2/7/2015,55.6582489,57.57474899,55.65174866,56.93849945,56.93849945,21604200,
2/8/2015,56.92324829,57.35950089,55.26924896,55.85300064,55.85300064,17145200,
2/9/2015,55.84725189,55.99425125,54.2547493,55.02750015,55.02750015,27791300,
2/10/2015,55.07049942,55.45175171,53.83300018,54.95975113,54.95975113,21115100,
2/11/2015,54.93299866,55.85150146,54.51850128,54.79624939,54.79624939,17201900,
2/12/2015,54.80199814,55.54975128,54.4034996,55.44100189,55.44100189,15206200,
2/13/2015,55.49224854,60.06475067,55.31549835,58.85675049,58.85675049,42744400,
2/14/2015,58.88199997,64.95200348,58.88199997,64.3302536,64.3302536,49732500,
2/15/2015,64.37674713,66.40274811,56.92100143,58.70624924,58.70624924,56552400,
2/16/2015,58.70624924,59.88024902,57.25550079,58.46075058,58.46075058,28153700,
2/17/2015,58.35549927,61.44374847,58.07849884,60.90250015,60.90250015,27363100,
2/18/2015,60.94499969,61.06275177,58.08499908,59.08150101,59.08150101,25200800,
2/19/2015,59.10250092,60.66799927,58.89799881,60.07075119,60.07075119,18270500,
2/20/2015,60.06275177,61.77524948,59.82474899,60.94475174,60.94475174,23876700,
2/21/2015,60.93799973,63.83000183,60.79600143,61.13349915,61.13349915,12284200,
2/22/2015,61.13600159,61.59799957,58.46274948,58.99425125,58.99425125,19527000,
2/23/2015,58.99874878,60.02724838,58.10525131,59.72299957,59.72299957,16400000,
2/24/2015,59.74950027,59.97525024,59.1004982,59.68375015,59.68375015,14200400,
2/25/2015,59.72249985,59.83499908,58.88249969,59.36750031,59.36750031,11496200,
2/26/2015,59.3342514,59.42750168,58.56425095,59.10649872,59.10649872,13619400,
2/27/2015,59.10900116,64.16325378,59.10900116,63.45700073,63.45700073,44013900,
2/28/2015,63.38000107,63.67300034,62.36975098,63.56575012,63.56575012,13949300,
3/1/2015,63.57075119,65.41500092,61.48324966,65.05049896,65.05049896,25213700,
3/2/2015,65.08924866,69.07524872,64.57824707,68.91750336,68.91750336,40465700,
3/3/2015,68.7614975,71.4489975,67.04025269,70.42549896,70.42549896,50461300,
3/4/2015,70.49749756,71.05625153,67.03150177,68.27300262,68.27300262,41383000,
3/5/2015,68.18475342,70.41674805,66.19225311,69.04450226,69.04450226,41302400,
3/6/2015,68.90000153,69.40200043,67.50375366,68.18074799,68.18074799,28918900,
3/7/2015,68.07350159,69.46350098,67.5332489,69.06524658,69.06524658,17825900,
3/8/2015,69.10825348,69.46450043,68.14125061,68.58850098,68.58850098,22067900,
3/9/2015,68.70300293,73.17524719,68.47325134,72.40174866,72.40174866,59178200,
3/10/2015,72.46549988,75.01100159,72.43575287,72.94000244,72.94000244,67770800,
3/11/2015,72.88124847,74.3477478,72.6269989,74.09474945,74.09474945,33963900,
3/12/2015,74.03175354,74.27200317,73.1032486,73.58850098,73.58850098,32585200,
3/13/2015,73.52950287,73.62449646,71.3342514,71.3342514,71.3342514,31421500,
3/14/2015,71.11049652,71.58550262,70.2440033,70.47125244,70.47125244,22612300,
3/15/2015,70.35624695,71.63224792,70.24900055,71.59825134,71.59825134,11970100,
3/16/2015,71.42124939,73.52799988,71.42124939,72.64824677,72.64824677,21516100,
3/17/2015,72.64875031,73.09124756,71.09349823,71.37625122,71.37625122,21497200,
3/18/2015,71.26674652,71.33399963,62.46749878,64.07475281,64.07475281,57008000,
3/19/2015,63.97000122,66.06099701,62.1590004,65.23200226,65.23200226,52732000,
3/20/2015,65.23899841,66.21199799,64.79049683,65.43724823,65.43724823,18456700,
3/21/2015,65.41100311,65.5490036,63.91249847,65.00624847,65.00624847,17130100,
3/22/2015,64.97924805,67.43675232,64.89749908,66.98999786,66.98999786,18438100,
3/23/2015,66.97374725,69.32424927,65.43624878,66.68499756,66.68499756,22811900,
3/24/2015,66.64424896,66.75074768,61.03874969,61.39875031,61.39875031,40073700,
3/25/2015,61.86800003,62.29750061,59.12874985,61.54925156,61.54925156,35866900,
3/26/2015,61.56900024,63.58850098,61.22624969,62.13299942,62.13299942,25730000,
3/27/2015,62.14149857,64.20275116,61.30324936,61.75725174,61.75725174,17274900,
3/28/2015,61.74375153,63.55125046,61.74375153,63.19950104,63.19950104,16040900,
3/29/2015,63.18500137,63.28475189,60.21250153,60.67824936,60.67824936,21699400,
3/30/2015,60.71974945,62.3105011,59.80350113,61.88150024,61.88150024,23009600,
3/31/2015,61.86349869,62.18249893,60.6847496,61.05599976,61.05599976,22672000,
4/1/2015,61.0557518,61.88525009,60.29000092,61.81800079,61.81800079,22877200,
4/2/2015,61.77225113,63.61524963,61.35400009,63.25125122,63.25125122,26272600,
4/3/2015,63.26850128,64.01074982,62.96974945,63.58050156,63.58050156,23146600,
4/4/2015,63.57275009,63.8144989,62.77500153,63.42425156,63.42425156,12493500,
4/5/2015,63.4402504,65.16874695,62.98550034,65.14949799,65.14949799,19649200,
4/6/2015,65.18025208,65.44950104,63.64374924,63.8730011,63.8730011,20034200,
4/7/2015,63.81850052,63.95124817,63.05125046,63.29499817,63.29499817,18467400,
4/8/2015,63.26599884,63.46175003,61.05374908,61.25550079,61.25550079,30086400,
4/9/2015,61.18775177,61.52949905,59.84999847,60.91899872,60.91899872,21643500,
4/10/2015,60.92350006,60.92350006,58.19274902,59.01800156,59.01800156,28882000,
4/11/2015,59.00400162,59.88425064,58.54375076,59.13800049,59.13800049,16365200,
4/12/2015,59.13375092,59.43199921,58.37374878,59.03824997,59.03824997,12387900,
4/13/2015,58.98749924,59.23374939,55.49900055,56.1467514,56.1467514,31181800,
4/14/2015,56.18975067,56.24399948,54.08074951,54.78974915,54.78974915,31719000,
4/15/2015,54.76824951,55.95824814,54.66225052,55.95824814,55.95824814,22562000,
4/16/2015,55.97925186,57.41799927,55.97925186,57.14324951,57.14324951,24805400,
4/17/2015,57.14374924,57.22650146,55.48550034,55.72050095,55.72050095,20429800,
4/18/2015,55.71324921,56.07899857,55.21900177,55.8390007,55.8390007,12939000,
4/19/2015,55.86399841,56.58824921,55.59325027,55.65000153,55.65000153,15021500,
4/20/2015,55.65299988,56.58774948,55.49425125,56.15650177,56.15650177,18364700,
4/21/2015,56.15499878,58.8172493,56.07524872,58.8172493,58.8172493,24978000,
4/22/2015,58.90050125,59.47724915,58.36899948,58.54399872,58.54399872,23847900,
4/23/2015,58.51324844,59.11875153,58.29975128,59.1155014,59.1155014,17036000,
4/24/2015,58.99250031,59.07624817,57.48324966,57.81700134,57.81700134,21448700,
4/25/2015,57.80875015,58.14025116,56.5842514,56.59749985,56.59749985,13957200,
4/26/2015,56.60250092,56.73600006,53.71849823,54.85749817,54.85749817,28943700,
4/27/2015,54.85725021,58.32624817,54.50574875,57.32149887,57.32149887,38574000,
4/28/2015,57.24224854,57.37374878,55.76725006,56.46374893,56.46374893,21469200,
4/29/2015,56.39775085,56.75999832,55.85749817,56.45199966,56.45199966,18936500,
4/30/2015,56.42324829,59.89075089,56.24824905,59.03625107,59.03625107,33818600,
5/1/2015,58.98474884,59.74150085,58.01974869,58.01974869,58.01974869,18815300,
5/2/2015,58.08525085,58.93175125,58.08525085,58.73249817,58.73249817,12535500,
5/3/2015,58.72000122,60.81000137,58.52074814,60.08950043,60.08950043,18494100,
5/4/2015,60.0890007,60.65950012,59.45249939,59.75450134,59.75450134,21223400,
5/5/2015,59.71300125,59.80099869,58.01350021,59.03025055,59.03025055,23929100,
5/6/2015,59.06224823,59.11349869,57.3077507,57.44549942,57.44549942,29587200,
5/7/2015,57.41550064,59.77624893,57.14324951,59.33349991,59.33349991,29064400,
5/8/2015,59.30099869,61.56874847,59.06850052,60.96575165,60.96575165,27445500,
5/9/2015,60.9422493,61.95100021,59.90975189,60.45800018,60.45800018,19790500,
5/10/2015,60.43225098,61.01699829,59.71224976,60.07400131,60.07400131,15019100,
5/11/2015,60.07474899,61.06750107,59.84400177,60.53950119,60.53950119,20892300,
5/12/2015,60.53625107,60.72024918,60.02474976,60.27799988,60.27799988,19282600,
5/13/2015,60.34949875,60.92599869,58.76124954,59.09424973,59.09424973,27180100,
5/14/2015,59.05350113,59.44974899,58.51425171,59.23225021,59.23225021,24413700,
5/15/2015,59.23875046,59.6882515,59.19874954,59.40124893,59.40124893,16329400,
5/16/2015,59.4109993,59.42425156,58.82374954,59.03824997,59.03824997,11089700,
5/17/2015,59.00249863,59.50624847,59.00249863,59.20050049,59.20050049,11134300,
5/18/2015,59.22174835,59.30250168,58.11500168,58.2820015,58.2820015,16780300,
5/19/2015,58.25925064,58.53775024,57.95425034,57.98675156,57.98675156,14241900,
5/20/2015,57.97249985,58.67074966,57.96049881,58.50450134,58.50450134,15499400,
5/21/2015,58.50400162,59.0605011,58.45875168,58.83599854,58.83599854,15108900,
5/22/2015,58.83024979,60.24224854,58.76499939,60.0870018,60.0870018,27003000,
5/23/2015,60.07149887,60.25624847,59.67274857,59.7179985,59.7179985,14605000,
5/24/2015,59.74399948,60.49449921,59.70275116,60.23825073,60.23825073,11508000,
5/25/2015,60.23175049,60.25524902,59.15924835,59.27750015,59.27750015,14423900,
5/26/2015,59.27600098,59.5605011,58.92300034,59.27899933,59.27899933,16425000,
5/27/2015,59.26625061,59.6590004,59.17375183,59.32075119,59.32075119,18837000,
5/28/2015,59.31425095,59.45600128,59.1629982,59.35200119,59.35200119,13829600,
5/29/2015,59.34424973,59.38050079,58.9327507,59.27399826,59.27399826,14805000,
5/30/2015,59.27299881,59.27325058,58.01150131,58.33625031,58.33625031,14098600,
5/31/2015,58.28374863,58.31299973,57.38550186,57.54750061,57.54750061,14730800,
6/1/2015,57.55825043,57.92824936,55.32400131,55.73149872,55.73149872,26090500,
6/2/2015,55.7234993,56.60400009,55.60475159,56.45074844,56.45074844,20459000,
6/3/2015,56.43399811,56.85100174,55.98249817,56.46849823,56.46849823,17752400,
6/4/2015,56.44300079,56.64524841,56.01350021,56.08100128,56.08100128,14728100,
6/5/2015,56.03850174,56.49200058,55.79475021,56.23799896,56.23799896,18056500,
6/6/2015,56.25125122,56.42974854,56.09474945,56.40475082,56.40475082,11131500,
6/7/2015,56.39899826,56.54850006,55.6629982,55.72024918,55.72024918,13318400,
6/8/2015,55.71974945,57.36600113,55.70975113,57.1222496,57.1222496,23378400,
6/9/2015,57.1344986,57.73849869,56.98225021,57.26200104,57.26200104,28353100,
6/10/2015,57.24874878,57.44549942,57.00249863,57.20074844,57.20074844,15904800,
6/11/2015,57.21374893,57.57175064,57.19174957,57.42625046,57.42625046,14416000,
6/12/2015,57.42625046,57.76425171,57.32825089,57.49549866,57.49549866,14017700,
6/13/2015,57.47999954,58.1629982,57.30250168,58.1004982,58.1004982,13305300,
6/14/2015,58.11050034,58.71450043,58.00099945,58.38574982,58.38574982,12165900,
6/15/2015,58.35549927,59.45899963,58.35549927,59.20574951,59.20574951,19912100,
6/16/2015,59.19124985,62.9355011,59.0304985,62.72375107,62.72375107,41612000,
6/17/2015,62.70574951,64.21324921,61.61899948,62.32099915,62.32099915,43858400,
6/18/2015,62.35699844,63.02700043,61.03174973,62.25175095,62.25175095,30980200,
6/19/2015,62.26074982,62.74425125,60.94675064,61.1515007,61.1515007,23965300,
6/20/2015,61.13249969,61.45700073,60.15674973,61.3030014,61.3030014,20608100,
6/21/2015,61.27500153,61.30599976,60.47050095,60.98600006,60.98600006,10600900,
6/22/2015,60.99224854,61.97925186,60.94475174,61.74750137,61.74750137,17692500,
6/23/2015,61.73175049,61.82600021,60.7832489,61.07400131,61.07400131,15108700,
6/24/2015,61.07049942,61.08525085,60.12874985,60.12874985,60.12874985,17344900,
6/25/2015,60.09125137,60.83300018,60.09125137,60.69974899,60.69974899,16133100,
6/26/2015,60.65100098,60.93724823,60.38824844,60.89849854,60.89849854,13983500,
6/27/2015,60.88724899,62.83475113,60.7792511,62.74750137,62.74750137,20488600,
6/28/2015,62.73875046,62.79299927,61.85850143,62.2527504,62.2527504,15137600,
6/29/2015,62.18024826,64.29325104,62.14524841,64.26599884,64.26599884,34742900,
6/30/2015,64.25900269,66.9667511,63.98649979,65.76799774,65.76799774,44533800,
7/1/2015,65.83625031,66.29299927,63.94350052,64.65525055,64.65525055,27029800,
7/2/2015,64.63800049,65.40775299,63.52899933,63.85300064,63.85300064,21551900,
7/3/2015,63.86474991,64.26924896,63.37625122,64.08399963,64.08399963,19033800,
7/4/2015,64.12274933,65.36425018,63.54999924,65.22149658,65.22149658,15620400,
7/5/2015,65.20124817,68.62650299,64.67524719,67.9782486,67.9782486,44156100,
7/6/2015,67.77700043,69.35549927,66.90000153,67.25749969,67.25749969,49154800,
7/7/2015,67.49075317,67.83525085,66.20800018,66.55175018,66.55175018,28857600,
7/8/2015,66.49549866,68.24275208,66.09649658,67.69625092,67.69625092,36980200,
7/9/2015,67.70674896,68.08374786,66.77149963,67.30699921,67.30699921,40301200,
7/10/2015,67.28900146,73.64775085,67.20050049,71.22350311,71.22350311,100390000,
7/11/2015,71.22000122,74.62650299,70.88249969,73.27874756,73.27874756,41109900,
7/12/2015,73.28500366,78.59850311,73.12625122,77.7167511,77.7167511,56405000,
7/13/2015,77.70674896,77.73699951,70.25274658,73.0134964,73.0134964,62053900,
7/14/2015,73.00849915,74.03675079,71.65950012,71.86599731,71.86599731,28727200,
7/15/2015,72.01125336,73.31199646,71.3417511,71.4572525,71.4572525,27486600,
7/16/2015,71.51049805,72.79575348,68.80999756,69.52224731,69.52224731,49482600,
7/17/2015,69.52275085,70.06999969,68.01074982,69.86799622,69.86799622,27591400,
7/18/2015,69.83274841,70.63175201,68.51875305,68.72525024,68.72525024,25187100,
7/19/2015,68.69174957,68.91750336,68.12825012,68.40350342,68.40350342,15332500,
7/20/2015,68.37474823,69.74524689,68.23999786,69.74524689,69.74524689,22711400,
7/21/2015,69.72049713,70.13674927,68.85475159,68.95825195,68.95825195,22930700,
7/22/2015,68.91425323,69.41649628,68.59525299,69.30549622,69.30549622,19389800,
7/23/2015,69.33525085,69.52774811,68.92900085,69.01225281,69.01225281,18531300,
7/24/2015,69.00125122,72.31324768,68.81349945,72.06950378,72.06950378,37199400,
7/25/2015,72.04100037,72.68325043,71.50050354,72.17424774,72.17424774,20662200,
7/26/2015,72.16000366,73.26300049,71.92649841,73.17150116,73.17150116,16032300,
7/27/2015,73.15975189,74.4434967,71.86250305,73.40599823,73.40599823,30592000,
7/28/2015,73.4082489,74.1622467,73.35575104,73.60675049,73.60675049,25453600,
7/29/2015,73.6210022,73.63400269,72.19425201,72.39749908,72.39749908,24672600,
7/30/2015,72.27574921,72.53150177,71.64199829,71.93049622,71.93049622,21635800,
7/31/2015,71.9240036,72.23975372,70.58599854,71.16249847,71.16249847,23629100,
8/1/2015,71.17150116,71.23300171,69.52799988,70.4002533,70.4002533,18995000,
8/2/2015,70.11225128,70.75800323,69.38224792,70.65350342,70.65350342,17722200,
8/3/2015,70.70149994,71.36775208,70.05825043,70.30674744,70.30674744,21474100,
8/4/2015,70.30625153,71.42874908,70.30625153,71.30449677,71.30449677,21908700,
8/5/2015,71.21174622,71.37525177,70.37200165,70.47049713,70.47049713,20128000,
8/6/2015,70.47650146,70.47650146,69.60075378,69.64424896,69.64424896,18792100,
8/7/2015,69.68524933,70.09799957,69.09149933,69.89624786,69.89624786,42484800,
8/8/2015,69.9355011,69.98200226,65.17749786,65.24925232,65.24925232,58533000,
8/9/2015,65.27899933,66.75074768,65.11699677,66.27075195,66.27075195,23789600,
8/10/2015,66.36949921,66.75800323,65.64900208,66.11750031,66.11750031,20979400,
8/11/2015,66.08550262,67.59649658,66.02349854,67.59649658,67.59649658,25433900,
8/12/2015,67.64949799,67.66825104,66.36724854,66.59400177,66.59400177,26815400,
8/13/2015,66.54575348,66.55799866,65.71025085,66.01999664,66.01999664,27685500,
8/14/2015,66.03299713,66.86650085,65.36949921,66.41999817,66.41999817,27091200,
